food_id,food_name,price_dollars,kcal,nutrition_fat_g,nutrition_cholesterol_mg,nutrition_sodium_mg,nutrition_carbohydrates_g,nutrition_fiber_g,nutrition_sugar_g,nutrition_protein_g,food_category,locationid,location_name
-2119144,French Fries,12.54,202,8,147,1533,33,15,17,18,Fast Food,4,location_4
-2119143,Mashed Potatoes,15.1,126,20,17,498,105,7,83,9,Sides,20,location_20
-2119142,Chocolate Cake,3.0,984,77,7,188,124,3,45,12,Desserts,57,location_57
-2119141,Fried Chicken,10.75,1070,53,97,1028,115,0,7,11,Fast Food,15,location_15
-2119140,Granola,19.01,269,44,12,1258,123,5,24,7,Breakfast,100,location_100
-2119139,Minestrone,15.44,253,18,16,666,28,11,92,43,Soups,95,location_95
-2119138,Fruit Tart,4.24,808,76,98,1201,22,4,76,20,Desserts,68,location_68
-2119137,Sushi Roll,10.09,1025,7,78,754,132,9,70,24,Special,40,location_40
-2119136,Tacos,12.32,242,76,93,1269,27,12,76,24,Special,66,location_66
-2119135,Smoothie,3.19,495,30,54,1361,113,14,69,16,Beverages,29,location_29
-2119134,Cheeseburger,5.22,818,47,90,909,72,13,41,35,Fast Food,63,location_63
-2119133,Sushi Roll,14.47,755,23,0,1022,59,4,99,6,Special,77,location_77
-2119132,Hot Dog,8.57,95,54,38,345,3,11,91,29,Fast Food,86,location_86
-2119131,Banana,15.27,311,7,37,1686,126,2,63,25,Whole Fruit,94,location_94
-2119130,Fruit Tart,4.14,943,24,76,1682,123,2,51,54,Desserts,87,location_87
-2119129,Grapes,13.96,826,3,87,651,52,12,52,35,Whole Fruit,35,location_35
-2119128,French Fries,12.76,1074,53,62,919,121,13,93,7,Fast Food,2,location_2
-2119127,Grapes,8.21,295,77,70,1864,97,14,66,60,Whole Fruit,44,location_44
-2119126,Banana,16.08,1092,17,103,893,87,8,6,15,Whole Fruit,38,location_38
-2119125,Quinoa Salad,2.53,1131,63,35,876,110,2,94,11,Salads,97,location_97
-2119124,Rice Pilaf,15.94,1087,34,90,1325,93,15,72,51,Sides,25,location_25
-2119123,Hot Dog,7.47,790,71,28,1795,52,13,1,33,Fast Food,81,location_81
-2119122,Coffee,3.7,783,17,86,1644,74,1,91,14,Beverages,29,location_29
-2119121,Smoothie,13.97,1106,0,148,910,58,15,27,33,Beverages,61,location_61
-2119120,Hot Dog,11.85,651,49,10,62,72,7,56,49,Fast Food,37,location_37
-2119119,Caesar Salad,5.18,1116,68,73,738,133,14,23,5,Salads,14,location_14
-2119118,Mashed Potatoes,11.62,630,59,125,1337,72,7,60,51,Sides,7,location_7
-2119117,Pancakes,14.48,1116,53,99,1687,113,0,18,49,Breakfast,21,location_21
-2119116,Cheeseburger,14.34,162,9,92,1724,35,1,51,16,Fast Food,93,location_93
-2119115,Cheeseburger,18.15,717,53,76,679,17,6,93,45,Fast Food,22,location_22
-2119114,Clam Chowder,5.35,1018,30,60,1575,52,8,25,22,Soups,92,location_92
-2119113,French Fries,8.81,530,64,66,1374,82,14,51,23,Fast Food,94,location_94
-2119112,Lemonade,17.05,600,9,103,1715,40,10,29,48,Beverages,81,location_81
-2119111,Garlic Bread,4.08,843,13,53,286,143,2,56,17,Sides,73,location_73
-2119110,Brownie,15.23,162,59,70,1652,90,9,78,14,Desserts,22,location_22
-2119109,Granola,5.96,146,72,121,935,150,5,24,57,Breakfast,30,location_30
-2119108,Omelette,4.63,90,74,68,243,36,3,79,28,Breakfast,8,location_8
-2119107,Bagel with Cream Cheese,10.8,898,74,12,1005,67,6,85,8,Breakfast,91,location_91
-2119106,Lentil Soup,11.15,972,74,113,1396,126,13,8,23,Soups,32,location_32
-2119105,Omelette,13.87,57,75,34,1548,84,11,5,32,Breakfast,74,location_74
-2119104,Lentil Soup,10.32,545,5,28,27,70,7,83,47,Soups,38,location_38
-2119103,Bagel with Cream Cheese,11.44,959,60,13,478,77,10,19,33,Breakfast,57,location_57
-2119102,Tomato Soup,10.82,388,15,61,31,100,14,16,18,Soups,16,location_16
-2119101,Minestrone,10.12,296,39,99,1756,24,2,28,32,Soups,92,location_92
-2119100,Grapes,5.1,736,58,68,1607,126,4,89,24,Whole Fruit,56,location_56
-2119099,Pizza Slice,12.07,71,68,35,524,146,3,29,6,Fast Food,72,location_72
-2119098,Apple,12.81,1186,49,98,1789,43,2,49,15,Whole Fruit,58,location_58
-2119097,Grilled Salmon,18.05,1156,24,44,645,82,7,18,34,Special,71,location_71
-2119096,Doughnut,10.37,109,63,8,23,107,3,60,28,Desserts,61,location_61
-2119095,Coffee,15.74,868,5,53,708,107,11,91,54,Beverages,26,location_26
-2119094,Orange Juice,3.43,202,61,134,1128,14,14,60,25,Beverages,46,location_46
-2119093,Doughnut,3.87,720,67,51,1777,76,9,92,54,Desserts,88,location_88
-2119092,Orange Juice,9.22,329,16,80,1611,49,13,71,40,Beverages,64,location_64
-2119091,Cobb Salad,18.81,115,45,90,351,113,1,11,35,Salads,93,location_93
-2119090,Caesar Salad,17.58,1165,7,122,1974,98,14,93,57,Salads,7,location_7
-2119089,Pancakes,14.07,626,63,125,936,98,13,47,37,Breakfast,33,location_33
-2119088,Cobb Salad,19.63,586,62,74,567,121,13,61,37,Salads,7,location_7
-2119087,Coffee,19.3,271,29,121,1745,26,1,67,59,Beverages,4,location_4
-2119086,Avocado Toast,5.33,746,78,61,388,132,1,75,36,Breakfast,23,location_23
-2119085,Coffee,6.66,693,47,74,1479,80,2,83,45,Beverages,78,location_78
-2119084,Mashed Potatoes,15.34,698,55,147,1899,73,4,45,27,Sides,60,location_60
-2119083,Grapes,6.83,435,3,53,1617,107,11,33,26,Whole Fruit,11,location_11
-2119082,Doughnut,9.24,520,26,11,746,88,9,20,57,Desserts,97,location_97
-2119081,Coffee,11.63,482,16,109,961,64,0,76,30,Beverages,70,location_70
-2119080,Caesar Salad,18.49,642,51,1,203,104,4,71,1,Salads,30,location_30
-2119079,Garden Salad,9.77,1017,36,69,454,116,15,21,56,Salads,7,location_7
-2119078,Chocolate Cake,3.87,542,39,108,695,118,1,1,43,Desserts,53,location_53
-2119077,Sushi Roll,11.09,859,9,121,248,48,5,18,31,Special,79,location_79
-2119076,Minestrone,3.83,108,39,16,1937,142,7,94,44,Soups,53,location_53
-2119075,Coffee,18.4,635,55,46,1690,3,6,4,56,Beverages,30,location_30
-2119074,Tacos,17.8,1045,78,50,1123,107,2,91,47,Special,70,location_70
-2119073,Clam Chowder,8.57,775,69,96,226,88,15,90,28,Soups,43,location_43
-2119072,Tacos,8.86,1133,6,114,1699,55,6,32,8,Special,85,location_85
-2119071,Clam Chowder,5.57,825,55,113,404,26,8,8,54,Soups,13,location_13
-2119070,Coffee,19.22,749,28,65,140,53,9,92,0,Beverages,42,location_42
-2119069,Avocado Toast,5.49,304,15,21,1497,64,6,23,35,Breakfast,100,location_100
-2119068,Coleslaw,6.8,149,22,11,316,53,4,11,52,Sides,38,location_38
-2119067,Caesar Salad,13.8,69,25,98,1785,129,1,25,5,Salads,78,location_78
-2119066,Rice Pilaf,5.97,70,19,23,681,21,12,35,22,Sides,63,location_63
-2119065,Lentil Soup,18.17,395,29,64,1084,106,14,35,2,Soups,55,location_55
-2119064,Pizza Slice,18.8,1024,24,102,1968,126,0,17,43,Fast Food,60,location_60
-2119063,Steamed Vegetables,17.49,569,70,25,347,80,12,23,20,Sides,95,location_95
-2119062,Rice Pilaf,6.34,543,15,3,1904,66,5,32,51,Sides,94,location_94
-2119061,Quinoa Salad,12.57,1156,55,100,1099,90,5,26,49,Salads,47,location_47
-2119060,Avocado Toast,14.81,700,71,143,1624,142,7,15,7,Breakfast,11,location_11
-2119059,Omelette,14.31,671,69,127,274,43,3,66,27,Breakfast,76,location_76
-2119058,Garden Salad,6.95,499,22,123,1784,76,8,70,27,Salads,2,location_2
-2119057,Banana,5.02,180,34,12,1671,19,12,41,0,Whole Fruit,15,location_15
-2119056,Doughnut,2.02,1150,17,83,1614,104,6,29,30,Desserts,29,location_29
-2119055,Banana,15.01,119,51,26,333,146,14,95,17,Whole Fruit,94,location_94
-2119054,Tomato Soup,18.24,1003,42,87,1916,68,13,25,34,Soups,9,location_9
-2119053,Ice Cream,2.76,1041,52,38,967,121,8,86,11,Desserts,59,location_59
-2119052,Hot Dog,10.58,1045,48,0,1430,23,13,67,5,Fast Food,36,location_36
-2119051,French Fries,5.0,1169,74,52,592,136,14,47,18,Fast Food,100,location_100
-2119050,Grilled Salmon,18.92,217,27,18,815,90,0,49,18,Special,42,location_42
-2119049,Lentil Soup,2.64,512,4,144,196,124,7,30,37,Soups,80,location_80
-2119048,Green Tea,4.71,619,4,141,878,28,11,54,31,Beverages,98,location_98
-2119047,Garden Salad,12.74,296,35,17,1835,117,10,37,49,Salads,39,location_39
-2119046,Smoothie,16.01,801,64,29,352,116,0,6,37,Beverages,30,location_30
-2119045,Apple,12.38,603,5,92,306,134,14,27,60,Whole Fruit,97,location_97
-2119044,Pancakes,15.69,379,42,57,392,104,7,36,10,Breakfast,34,location_34
-2119043,Garden Salad,8.03,304,48,23,1110,112,14,94,49,Salads,95,location_95
-2119042,Vegetable Stir-fry,2.44,432,1,0,1939,50,12,37,2,Special,29,location_29
-2119041,Vegetable Stir-fry,10.27,133,41,56,213,110,15,33,31,Special,75,location_75
-2119040,Fruit Tart,16.25,129,20,5,876,17,9,81,41,Desserts,96,location_96
-2119039,Orange,19.31,346,33,68,55,145,13,89,53,Whole Fruit,28,location_28
-2119038,Cobb Salad,7.06,411,0,86,443,149,15,61,40,Salads,21,location_21
-2119037,Doughnut,4.02,945,58,40,346,34,11,2,44,Desserts,51,location_51
-2119036,Grilled Salmon,1.53,271,30,42,1694,44,2,56,45,Special,93,location_93
-2119035,Steak Dinner,3.76,1149,33,5,1359,73,15,93,30,Special,27,location_27
-2119034,Garden Salad,4.71,1014,33,24,321,0,13,4,29,Salads,61,location_61
-2119033,Tomato Soup,2.25,1182,36,129,1377,14,13,87,46,Soups,27,location_27
-2119032,Pizza Slice,14.55,236,70,135,1641,75,7,92,23,Fast Food,89,location_89
-2119031,Greek Salad,9.12,1043,58,86,1498,103,4,63,13,Salads,88,location_88
-2119030,Fruit Tart,7.41,489,41,124,709,39,2,34,24,Desserts,45,location_45
-2119029,Pizza Slice,5.52,238,34,111,1300,33,3,40,59,Fast Food,67,location_67
-2119028,Omelette,4.56,113,48,148,223,48,7,60,18,Breakfast,20,location_20
-2119027,Grapes,11.21,913,39,50,184,99,7,48,42,Whole Fruit,70,location_70
-2119026,Bagel with Cream Cheese,14.06,1156,74,5,1956,39,7,53,40,Breakfast,3,location_3
-2119025,Cobb Salad,19.59,999,10,29,1545,59,0,30,21,Salads,81,location_81
-2119024,Tacos,6.79,279,78,136,1215,78,5,96,29,Special,76,location_76
-2119023,Apple,3.69,130,36,66,36,51,5,36,11,Whole Fruit,70,location_70
-2119022,Minestrone,15.28,99,69,12,809,120,2,28,12,Soups,93,location_93
-2119021,Lentil Soup,16.71,399,61,64,1562,46,14,8,1,Soups,93,location_93
-2119020,Fried Chicken,19.15,1025,70,56,1230,112,12,16,44,Fast Food,11,location_11
-2119019,Orange Juice,3.37,305,13,89,1856,103,10,6,37,Beverages,2,location_2
-2119018,Steamed Vegetables,5.53,776,29,81,955,102,13,43,48,Sides,22,location_22
-2119017,Orange,12.74,526,19,81,1773,26,6,33,35,Whole Fruit,9,location_9
-2119016,Greek Salad,2.79,1129,35,11,1441,85,0,72,55,Salads,27,location_27
-2119015,Orange,8.08,640,79,35,55,132,7,78,37,Whole Fruit,40,location_40
-2119014,Doughnut,1.66,529,71,97,1801,91,2,49,60,Desserts,89,location_89
-2119013,Steak Dinner,16.84,997,40,72,1913,91,10,20,15,Special,82,location_82
-2119012,Lemonade,16.06,244,35,98,588,11,10,67,58,Beverages,54,location_54
-2119011,Green Tea,10.87,1068,37,94,135,109,6,60,12,Beverages,13,location_13
-2119010,Pancakes,11.07,1165,78,5,189,48,11,68,32,Breakfast,86,location_86
-2119009,Garden Salad,4.68,1012,21,135,749,119,9,12,25,Salads,6,location_6
-2119008,Coleslaw,9.94,262,72,123,1364,59,2,33,47,Sides,10,location_10
-2119007,Cheeseburger,11.68,954,10,71,1054,53,2,69,39,Fast Food,78,location_78
-2119006,Granola,17.79,1096,46,85,1459,89,14,88,12,Breakfast,44,location_44
-2119005,Orange Juice,2.98,826,38,86,1425,80,12,81,20,Beverages,50,location_50
-2119004,Steak Dinner,19.39,128,33,40,482,142,12,13,1,Special,24,location_24
-2119003,Garlic Bread,11.39,855,23,10,1717,93,12,8,55,Sides,38,location_38
-2119002,Strawberries,19.18,1155,64,134,1683,82,4,85,7,Whole Fruit,6,location_6
-2119001,Coleslaw,13.43,1135,16,75,1518,48,11,52,3,Sides,19,location_19
-2119000,Lentil Soup,2.5,473,54,67,1743,83,11,8,19,Soups,42,location_42
-2118999,Quinoa Salad,3.27,439,17,30,898,132,3,18,23,Salads,35,location_35
-2118998,Quinoa Salad,9.19,263,3,134,547,38,1,44,17,Salads,65,location_65
-2118997,Vegetable Stir-fry,14.21,306,6,61,919,55,12,96,25,Special,8,location_8
-2118996,Grilled Salmon,10.04,847,31,49,1899,144,1,30,35,Special,75,location_75
-2118995,Ice Cream,7.28,215,4,127,1107,104,3,63,9,Desserts,18,location_18
-2118994,Avocado Toast,2.5,795,46,114,1646,108,2,19,20,Breakfast,44,location_44
-2118993,Avocado Toast,1.76,105,23,85,1143,17,13,70,56,Breakfast,61,location_61
-2118992,Avocado Toast,13.67,413,22,98,1371,114,13,21,26,Breakfast,11,location_11
-2118991,Rice Pilaf,19.55,339,3,135,1545,95,7,74,57,Sides,88,location_88
-2118990,Clam Chowder,14.1,776,64,4,955,99,0,23,44,Soups,56,location_56
-2118989,Orange,3.24,274,38,78,1193,106,7,29,54,Whole Fruit,4,location_4
-2118988,Coleslaw,8.1,1068,71,13,1411,123,9,31,7,Sides,98,location_98
-2118987,French Fries,4.28,729,31,126,343,85,1,67,42,Fast Food,85,location_85
-2118986,Caesar Salad,16.35,809,36,37,1233,110,1,21,12,Salads,54,location_54
-2118985,Fried Chicken,18.25,477,12,38,1716,94,4,21,9,Fast Food,92,location_92
-2118984,Green Tea,16.66,728,60,112,31,64,0,49,34,Beverages,35,location_35
-2118983,Cobb Salad,1.94,62,76,27,592,38,1,79,15,Salads,49,location_49
-2118982,French Fries,6.05,902,25,65,145,139,12,94,44,Fast Food,72,location_72
-2118981,Garden Salad,11.6,198,6,64,963,14,11,89,35,Salads,82,location_82
-2118980,Garlic Bread,4.57,962,31,6,994,1,11,61,37,Sides,26,location_26
-2118979,Avocado Toast,6.93,803,23,114,737,61,11,69,36,Breakfast,58,location_58
-2118978,Vegetable Stir-fry,8.51,665,78,30,919,139,11,42,5,Special,33,location_33
-2118977,Bagel with Cream Cheese,3.48,116,12,46,480,47,12,32,2,Breakfast,92,location_92
-2118976,Tomato Soup,10.11,64,56,150,892,136,0,72,51,Soups,69,location_69
-2118975,Brownie,10.32,76,26,92,737,27,3,21,2,Desserts,21,location_21
-2118974,Quinoa Salad,16.05,704,4,105,936,61,4,95,43,Salads,46,location_46
-2118973,Orange,16.02,318,38,142,1913,18,15,78,24,Whole Fruit,31,location_31
-2118972,Vegetable Stir-fry,6.82,490,44,53,1890,37,4,58,38,Special,23,location_23
-2118971,Grapes,4.87,558,13,53,561,31,13,28,24,Whole Fruit,75,location_75
-2118970,Brownie,13.29,1135,0,127,115,67,12,48,22,Desserts,30,location_30
-2118969,Lemonade,4.35,1069,78,143,595,91,11,19,14,Beverages,97,location_97
-2118968,Orange,16.36,428,22,110,1809,50,12,87,42,Whole Fruit,75,location_75
-2118967,Tomato Soup,8.93,1120,57,70,524,25,0,12,0,Soups,66,location_66
-2118966,Cobb Salad,9.8,301,46,144,1336,54,6,6,34,Salads,15,location_15
-2118965,Avocado Toast,15.92,1087,68,74,1438,16,1,83,23,Breakfast,32,location_32
-2118964,Bagel with Cream Cheese,19.35,54,53,144,101,99,5,25,44,Breakfast,6,location_6
-2118963,Tomato Soup,19.16,1134,60,25,1392,131,12,40,11,Soups,43,location_43
-2118962,Orange,19.78,757,80,119,311,133,13,96,11,Whole Fruit,89,location_89
-2118961,Lemonade,11.34,276,30,64,424,17,3,20,6,Beverages,16,location_16
-2118960,Vegetable Stir-fry,17.31,191,20,106,1974,69,2,59,20,Special,28,location_28
-2118959,Coleslaw,7.4,640,40,70,343,20,13,69,15,Sides,82,location_82
-2118958,Green Tea,13.74,324,47,9,872,61,11,35,34,Beverages,73,location_73
-2118957,Steak Dinner,13.14,1112,15,52,1567,65,1,78,3,Special,82,location_82
-2118956,Steak Dinner,17.52,78,44,111,306,147,13,69,5,Special,54,location_54
-2118955,Clam Chowder,11.73,259,1,109,609,57,15,1,1,Soups,100,location_100
-2118954,Granola,5.88,425,52,106,108,99,4,13,17,Breakfast,3,location_3
-2118953,Apple,17.26,1168,15,18,1866,142,4,18,20,Whole Fruit,97,location_97
-2118952,Coleslaw,17.23,383,32,28,869,51,15,25,37,Sides,43,location_43
-2118951,Brownie,19.85,1010,44,45,34,43,1,95,42,Desserts,84,location_84
-2118950,Avocado Toast,9.0,701,75,55,753,106,6,60,20,Breakfast,75,location_75
-2118949,Strawberries,13.19,76,35,14,1545,71,12,90,20,Whole Fruit,19,location_19
-2118948,Hot Dog,18.45,82,18,36,246,14,3,74,54,Fast Food,72,location_72
-2118947,Steamed Vegetables,18.84,677,32,26,760,58,13,98,8,Sides,72,location_72
-2118946,Lemonade,13.64,235,2,67,663,23,12,49,50,Beverages,81,location_81
-2118945,Sushi Roll,17.12,1080,73,41,85,54,9,22,37,Special,2,location_2
-2118944,Mashed Potatoes,18.57,409,3,83,1643,16,11,18,15,Sides,43,location_43
-2118943,Lentil Soup,15.95,892,59,110,1412,79,6,25,45,Soups,78,location_78
-2118942,Garlic Bread,19.51,186,4,38,763,101,9,18,2,Sides,15,location_15
-2118941,Smoothie,5.08,406,44,3,1536,144,8,33,56,Beverages,53,location_53
-2118940,Clam Chowder,6.59,877,18,130,661,138,4,67,30,Soups,71,location_71
-2118939,Banana,1.7,711,14,14,1900,93,13,92,49,Whole Fruit,55,location_55
-2118938,Coleslaw,9.39,237,20,104,895,20,8,54,22,Sides,9,location_9
-2118937,Omelette,2.39,1186,39,116,725,29,13,52,6,Breakfast,28,location_28
-2118936,Minestrone,8.38,709,55,52,1682,75,9,66,10,Soups,56,location_56
-2118935,Chocolate Cake,1.7,263,27,136,670,51,10,38,28,Desserts,65,location_65
-2118934,French Fries,17.64,673,16,42,385,2,6,89,38,Fast Food,23,location_23
-2118933,Coffee,10.78,769,74,61,1819,9,1,19,9,Beverages,16,location_16
-2118932,Minestrone,11.41,570,44,9,1592,140,4,6,26,Soups,100,location_100
-2118931,Strawberries,12.25,1004,38,36,1024,117,10,58,19,Whole Fruit,24,location_24
-2118930,Garlic Bread,10.38,1024,4,137,514,95,11,42,42,Sides,30,location_30
-2118929,Coffee,7.61,933,16,19,291,59,6,35,60,Beverages,17,location_17
-2118928,Doughnut,7.61,460,47,1,863,8,13,41,55,Desserts,77,location_77
-2118927,Orange,13.3,416,2,22,109,37,5,10,26,Whole Fruit,51,location_51
-2118926,Coffee,13.38,122,25,44,766,131,5,17,42,Beverages,97,location_97
-2118925,Banana,17.16,84,33,83,827,127,15,30,14,Whole Fruit,23,location_23
-2118924,Tacos,12.59,495,0,80,1224,43,11,19,60,Special,39,location_39
-2118923,Tacos,18.28,366,53,76,1977,89,9,43,16,Special,59,location_59
-2118922,Greek Salad,18.17,924,35,83,1419,102,12,57,30,Salads,36,location_36
-2118921,Grilled Salmon,16.17,932,50,5,556,42,5,17,60,Special,72,location_72
-2118920,Brownie,7.57,940,18,85,525,98,13,89,55,Desserts,3,location_3
-2118919,Greek Salad,2.48,573,20,13,1795,9,10,13,47,Salads,10,location_10
-2118918,Doughnut,1.83,1025,57,56,66,83,3,92,22,Desserts,43,location_43
-2118917,Tomato Soup,18.31,871,51,96,1067,2,3,62,30,Soups,7,location_7
-2118916,Strawberries,4.51,524,11,58,305,118,6,49,48,Whole Fruit,41,location_41
-2118915,Caesar Salad,15.39,308,38,40,1065,111,0,75,47,Salads,2,location_2
-2118914,Apple,1.54,1014,66,47,1872,92,11,42,24,Whole Fruit,18,location_18
-2118913,Tomato Soup,11.62,1161,10,12,1540,130,0,75,42,Soups,48,location_48
-2118912,Lentil Soup,14.61,145,68,62,1868,116,0,93,16,Soups,42,location_42
-2118911,Steamed Vegetables,12.95,805,41,138,221,94,10,16,51,Sides,33,location_33
-2118910,Garlic Bread,13.33,1145,46,129,1827,135,8,85,8,Sides,75,location_75
-2118909,Vegetable Stir-fry,14.24,331,14,74,1609,135,4,4,39,Special,76,location_76
-2118908,Granola,2.53,530,69,131,584,57,3,42,59,Breakfast,91,location_91
-2118907,Minestrone,1.95,561,17,102,1724,58,3,70,11,Soups,55,location_55
-2118906,Tomato Soup,15.85,1125,38,96,1311,60,11,69,39,Soups,82,location_82
-2118905,Cobb Salad,12.84,339,61,47,1272,89,2,54,18,Salads,48,location_48
-2118904,Rice Pilaf,3.22,547,56,62,1754,44,4,64,11,Sides,16,location_16
-2118903,Greek Salad,1.56,517,18,4,1155,75,12,66,19,Salads,10,location_10
-2118902,Cheeseburger,10.83,662,61,150,1992,77,0,31,22,Fast Food,67,location_67
-2118901,Sushi Roll,13.96,230,10,71,1516,110,12,33,26,Special,11,location_11
-2118900,Chocolate Cake,11.9,1145,60,34,1195,0,6,61,51,Desserts,44,location_44
-2118899,Avocado Toast,17.17,560,1,62,272,88,10,24,12,Breakfast,31,location_31
-2118898,Garlic Bread,6.51,214,33,63,1865,27,10,74,60,Sides,38,location_38
-2118897,Chicken Noodle Soup,19.31,203,29,47,290,119,7,11,46,Soups,20,location_20
-2118896,Apple,12.3,456,14,137,54,29,8,69,19,Whole Fruit,91,location_91
-2118895,Caesar Salad,10.69,1045,59,57,1018,43,15,48,27,Salads,17,location_17
-2118894,Grapes,3.94,1144,54,61,32,4,12,90,56,Whole Fruit,25,location_25
-2118893,Grapes,9.18,571,3,35,1473,23,7,50,34,Whole Fruit,48,location_48
-2118892,Cheeseburger,16.79,277,55,48,1104,26,8,23,33,Fast Food,4,location_4
-2118891,Quinoa Salad,15.54,947,55,109,1923,32,4,59,37,Salads,11,location_11
-2118890,Strawberries,5.15,1198,71,146,1751,29,2,77,57,Whole Fruit,25,location_25
-2118889,Vegetable Stir-fry,15.65,391,11,60,734,118,14,14,21,Special,34,location_34
-2118888,Brownie,11.24,1157,39,9,1737,71,14,24,54,Desserts,18,location_18
-2118887,Quinoa Salad,14.28,358,44,118,617,86,7,66,26,Salads,16,location_16
-2118886,Orange Juice,15.49,712,14,123,1893,104,3,45,41,Beverages,81,location_81
-2118885,Chicken Noodle Soup,8.62,428,58,96,1871,14,2,72,54,Soups,96,location_96
-2118884,Clam Chowder,5.23,1169,16,137,696,128,10,95,60,Soups,51,location_51
-2118883,Fried Chicken,12.75,949,2,107,1460,46,11,85,36,Fast Food,92,location_92
-2118882,Orange Juice,11.72,66,42,63,1827,4,2,70,30,Beverages,34,location_34
-2118881,Tacos,16.13,169,61,91,325,135,12,40,35,Special,1,location_1
-2118880,Lemonade,3.82,1104,32,48,440,62,8,40,54,Beverages,22,location_22
-2118879,Caesar Salad,18.04,896,45,103,1216,126,7,19,43,Salads,8,location_8
-2118878,Grilled Salmon,16.89,235,78,26,122,115,15,7,3,Special,67,location_67
-2118877,Coleslaw,4.48,277,19,104,1501,112,5,12,33,Sides,37,location_37
-2118876,Pizza Slice,4.74,629,50,86,294,74,3,72,14,Fast Food,63,location_63
-2118875,French Fries,12.96,1139,30,94,550,88,2,9,7,Fast Food,67,location_67
-2118874,Steak Dinner,5.47,187,16,75,857,42,7,77,59,Special,79,location_79
-2118873,Coleslaw,10.15,320,56,148,1075,149,4,3,54,Sides,10,location_10
-2118872,Chocolate Cake,3.83,179,68,116,1881,129,3,44,41,Desserts,37,location_37
-2118871,Lentil Soup,7.52,1048,34,140,925,100,8,57,53,Soups,30,location_30
-2118870,Tomato Soup,19.93,196,14,120,1792,38,15,28,39,Soups,16,location_16
-2118869,Tomato Soup,15.63,340,54,107,219,10,6,69,30,Soups,80,location_80
-2118868,Apple,11.56,1008,29,37,1825,120,2,38,51,Whole Fruit,12,location_12
-2118867,Coffee,7.6,154,57,33,904,105,15,19,57,Beverages,81,location_81
-2118866,Rice Pilaf,12.78,675,60,120,1341,55,3,57,45,Sides,94,location_94
-2118865,Steak Dinner,7.11,880,24,140,892,110,1,87,7,Special,49,location_49
-2118864,French Fries,19.23,373,68,124,128,104,10,22,29,Fast Food,80,location_80
-2118863,Cobb Salad,6.97,116,56,73,280,114,12,45,31,Salads,48,location_48
-2118862,Pizza Slice,3.75,887,78,52,98,71,7,67,47,Fast Food,41,location_41
-2118861,Fruit Tart,5.2,51,12,142,1960,103,11,14,15,Desserts,43,location_43
-2118860,Orange Juice,3.16,472,45,89,470,26,5,30,53,Beverages,39,location_39
-2118859,Brownie,6.12,123,60,31,80,33,14,20,57,Desserts,41,location_41
-2118858,Tomato Soup,8.82,260,19,89,1050,56,10,10,53,Soups,93,location_93
-2118857,Garden Salad,6.48,302,74,134,347,71,13,77,45,Salads,36,location_36
-2118856,Greek Salad,16.54,1062,50,103,923,145,7,25,13,Salads,28,location_28
-2118855,Cobb Salad,7.83,1007,9,39,1281,118,2,86,12,Salads,71,location_71
-2118854,Lentil Soup,5.88,512,7,93,790,17,1,30,41,Soups,62,location_62
-2118853,Steamed Vegetables,11.01,501,23,142,895,82,5,46,5,Sides,54,location_54
-2118852,Fried Chicken,12.1,593,20,28,264,16,0,70,5,Fast Food,85,location_85
-2118851,Caesar Salad,12.06,507,24,31,673,26,5,89,7,Salads,46,location_46
-2118850,Bagel with Cream Cheese,4.09,84,33,95,1254,52,6,78,58,Breakfast,5,location_5
-2118849,Caesar Salad,13.48,257,1,88,828,92,7,25,33,Salads,88,location_88
-2118848,Steak Dinner,9.56,506,11,105,1781,31,12,69,33,Special,24,location_24
-2118847,Orange Juice,8.38,58,51,123,898,41,3,34,0,Beverages,92,location_92
-2118846,Orange Juice,4.07,947,54,16,1962,137,8,59,45,Beverages,42,location_42
-2118845,Steak Dinner,16.84,218,75,75,1235,26,12,63,23,Special,72,location_72
-2118844,Vegetable Stir-fry,19.44,317,56,91,1009,96,7,77,52,Special,24,location_24
-2118843,Coleslaw,11.73,755,75,79,1603,66,9,95,17,Sides,14,location_14
-2118842,Cheeseburger,6.56,928,68,81,1481,138,10,38,6,Fast Food,65,location_65
-2118841,Brownie,15.29,1181,22,148,773,51,1,89,17,Desserts,10,location_10
-2118840,Orange,9.23,501,29,106,571,117,0,37,55,Whole Fruit,24,location_24
-2118839,Omelette,6.01,759,14,112,1783,120,10,21,42,Breakfast,20,location_20
-2118838,Hot Dog,5.36,786,68,125,797,68,0,9,3,Fast Food,40,location_40
-2118837,Hot Dog,8.67,934,3,80,1170,56,9,40,32,Fast Food,70,location_70
-2118836,Ice Cream,11.88,316,71,85,1831,54,4,0,35,Desserts,23,location_23
-2118835,Bagel with Cream Cheese,17.3,1190,57,1,576,116,3,9,60,Breakfast,49,location_49
-2118834,Cobb Salad,13.99,93,69,41,1455,106,7,74,18,Salads,43,location_43
-2118833,Ice Cream,12.4,115,49,109,836,130,11,2,46,Desserts,32,location_32
-2118832,Lentil Soup,2.78,436,53,77,1504,122,11,100,3,Soups,79,location_79
-2118831,Ice Cream,13.92,588,72,77,1013,18,5,26,10,Desserts,87,location_87
-2118830,Greek Salad,15.58,284,72,85,850,29,3,84,27,Salads,54,location_54
-2118829,Lemonade,6.24,919,80,46,1490,72,5,87,40,Beverages,86,location_86
